"","x","y","dist","tc","lstmax","ai","dist_tree"
"2750929",-54.738392680181,-2.41871390249181,514.203735351562,0.845277786254883,46.47072236,0.99997866153717,1728.24047851562
"2750930",-54.7378536910105,-2.41871390249181,272.08251953125,0.583229184150696,49.2632447,0.99997866153717,1725.78100585938
"2750931",-54.73731470184,-2.41871390249181,272.08251953125,0.583229184150696,50.03913524,0.982840776443481,1725.06506347656
"2750932",-54.7367757126696,-2.41871390249181,272.08251953125,0.583229184150696,49.8032918600001,0.982840776443481,1725.78100585938
"2750933",-54.7362367234991,-2.41871390249181,272.08251953125,0.583229184150696,49.06158152,0.922549188137054,1728.38195800781
"2750934",-54.7356977343286,-2.41871390249181,29.9577007293701,0.121076390147209,48.26518286,0.922549188137054,1733.0537109375
"2750935",-54.7351587451582,-2.41871390249181,29.9577007293701,0.121076390147209,45.1000963400001,0.965796232223511,1739.77966308594
"2750936",-54.7346197559877,-2.41871390249181,29.9577007293701,0.121076390147209,42.86471126,0.965796232223511,1744.5595703125
"2750972",-54.7152161458507,-2.41871390249181,5.61123418807983,0.0226388890296221,49.64948096,0.920141339302063,2929.06811523438
"2750973",-54.7146771566802,-2.41871390249181,5.61123418807983,0.0226388890296221,50.03913524,0.951713383197784,2978.2744140625
"2750974",-54.7141381675098,-2.41871390249181,5.61123418807983,0.0226388890296221,49.93659464,0.951713383197784,3014.89013671875
"2750975",-54.7135991783393,-2.41871390249181,21.2598209381104,0.0427951402962208,49.69733324,0.896103918552399,3062.19482421875
"2750976",-54.7130601891688,-2.41871390249181,21.2598209381104,0.0427951402962208,49.68707918,0.896103918552399,3107.84790039062
"2750977",-54.7125211999983,-2.41871390249181,21.2598209381104,0.0427951402962208,49.32135104,0.91847825050354,3154.044921875
"2750978",-54.7119822108279,-2.41871390249181,21.2598209381104,0.0427951402962208,48.94195082,0.91847825050354,3200.69775390625
"2750979",-54.7114432216574,-2.41871390249181,72.4815902709961,0.217083334922791,48.59331278,0.941141843795776,3247.125
"2750980",-54.7109042324869,-2.41871390249181,72.4815902709961,0.217083334922791,48.11137196,0.941141843795776,3260.53442382812
"2750981",-54.7103652433165,-2.41871390249181,72.4815902709961,0.217083334922791,48.26518286,0.945207476615906,3217.3974609375
"2755187",-54.7432435827152,-2.41925289166228,130.035568237305,0.386302083730698,48.39506762,0.944618761539459,1483.01062011719
"2755188",-54.7427045935448,-2.41925289166228,130.035568237305,0.386302083730698,47.08254794,0.977534711360931,1509.75817871094
"2755189",-54.7421656043743,-2.41925289166228,130.035568237305,0.386302083730698,46.86721268,0.977534711360931,1527.591796875
"2755190",-54.7416266152038,-2.41925289166228,304.885803222656,0.476996541023254,46.8364505,0.947259783744812,1546.87756347656
"2755191",-54.7410876260333,-2.41925289166228,304.885803222656,0.476996541023254,46.28614928,0.947259783744812,1568.21899414062
